settlement_id,district,split,fold_id
S1308,Tenom,train,3
S1309,Tenom,train,3
S1310,Tenom,train,3
S1311,Tenom,train,3
S1312,Tenom,train,3
S1313,Tenom,train,3
S1314,Tenom,train,3
S1315,Tenom,train,3
S1316,Tenom,train,3
S1317,Tenom,train,3
S1318,Tenom,train,3
S1319,Beaufort,train,3
S1320,Beaufort,train,3
S1321,LahadDatu,train,1
S1323,Kinabatangan,validate,-1
S1324,Kinabatangan,train,1
S1325,LahadDatu,validate,-1
S1326,Tawau,train,3
S1327,Tawau,train,3
S1328,Tawau,train,3
S1329,Kunak,train,4
S1330,Kunak,train,4
S1331,Kunak,train,4
S1332,Kunak,train,4
S1333,Kunak,train,4
S1334,Kunak,train,4
S1335,Kunak,train,4
S1336,Kunak,train,4
S1337,Kunak,train,4
S1338,Kunak,train,4
S1339,Kunak,train,4
S1340,Kunak,train,4
S1341,Kunak,train,4
S1342,Kunak,train,4
S1343,Kunak,train,4
S1344,Kunak,train,4
S1345,Kunak,train,4
S1346,Kunak,train,4
S1347,Kunak,train,4
S1348,Kunak,train,4
S1349,Kunak,train,4
S1350,Kunak,train,4
S1351,Kunak,train,4
S1352,Kunak,train,4
S1353,Kunak,train,4
S1354,Kunak,train,4
S1355,Kunak,train,4
S1356,Ranau,train,0
S1357,Kudat,validate,-1
S1359,Sandakan,train,2
S1361,Beluran,train,4
S1364,Sandakan,validate,-1
S1365,Sandakan,train,2
S1366,Sandakan,train,2
S1367,Sandakan,train,2
S1370,Kunak,validate,-1
S1372,Kunak,train,4
S1373,Keningau,train,1
S1374,KotaMarudu,train,2
S1375,KotaKinabalu,train,3
S1376,Nabawan,validate,-1
S1377,LahadDatu,train,1
S1378,KotaMarudu,train,2
S1379,Pitas,train,4
S1380,KotaBelud,train,2
S1381,Tuaran,train,4
S1382,Tuaran,train,4
S1383,Tuaran,train,4
S1384,Tuaran,train,4
S1385,Tuaran,train,4
S1386,Tuaran,train,4
S1387,Tuaran,train,4
S1388,Tuaran,train,4
S1389,Tuaran,train,4
S1390,Tuaran,train,4
S1391,Tuaran,train,4
S1392,Tuaran,train,4
S1393,Tuaran,train,4
S1394,Tuaran,train,4
S1395,Tuaran,train,4
S1396,Tuaran,train,4
S1397,Tuaran,train,4
S1398,Tuaran,train,4
S1399,Tuaran,train,4
S1400,Tuaran,train,4
S1401,Tuaran,train,4
S1402,Tuaran,train,4
S1403,Tuaran,train,4
S1404,KotaKinabalu,train,3
S1405,Tuaran,train,4
S1406,KotaKinabalu,train,3
S1407,Tuaran,train,4
S1408,Tuaran,train,4
S1409,Tuaran,train,4
S1410,KotaKinabalu,train,3
S1411,Tuaran,train,4
S1412,Tuaran,train,4
S1413,Tuaran,train,4
S1414,KotaKinabalu,train,3
S1415,KotaKinabalu,validate,-1
S1416,KotaKinabalu,train,3
S1417,KotaKinabalu,train,3
S1418,KotaKinabalu,train,3
S1419,KotaKinabalu,train,3
S1420,KotaKinabalu,train,3
S1421,KotaKinabalu,train,3
S1422,Tuaran,train,4
S1423,Tuaran,train,4
S1424,KotaKinabalu,train,3
S1425,KotaKinabalu,train,3
S1426,KotaKinabalu,train,3
S1427,KotaKinabalu,train,3
S1428,KotaKinabalu,train,3
S1435,Semporna,validate,-1
S1436,Semporna,validate,-1
S1437,Semporna,train,4
S1441,Semporna,train,4
S1442,Semporna,validate,-1
S1443,Tawau,train,3
S1444,Tawau,train,3
S1446,Tawau,train,3
S1447,Tawau,train,3
S0001,Kudat,check,-1
S0002,Kudat,predict,-1
S0003,Kudat,predict,-1
S0005,Pitas,predict,-1
S0006,Kudat,check,-1
S0008,Kudat,predict,-1
S0013,Pitas,predict,-1
S0014,Pitas,predict,-1
S0025,KotaBelud,check,-1
S0027,Beluran,predict,-1
S0031,Beluran,check,-1
S0032,Beluran,check,-1
S0039,Beluran,check,-1
S0043,Beluran,predict,-1
S0046,Ranau,predict,-1
S0047,Keningau,predict,-1
S0061,Ranau,check,-1
S0064,Tambunan,check,-1
S0065,Beluran,predict,-1
S0067,Beluran,check,-1
S0068,Tambunan,predict,-1
S0071,Penampang,check,-1
S0097,Keningau,predict,-1
S0100,Nabawan,predict,-1
S0103,Nabawan,check,-1
S0106,Tongod,predict,-1
S0108,Tongod,predict,-1
S0110,Tongod,predict,-1
S0112,Tongod,predict,-1
S0120,Nabawan,check,-1
S0122,Nabawan,predict,-1
S0123,Beluran,predict,-1
S0127,Nabawan,predict,-1
S0128,Nabawan,check,-1
S0129,Nabawan,predict,-1
S0136,Tuaran,check,-1
S0142,Tongod,predict,-1
S0143,Tongod,predict,-1
S0144,Tongod,predict,-1
S0146,Tongod,predict,-1
S0147,Tongod,predict,-1
S0148,Tongod,predict,-1
S0161,Tenom,check,-1
S0163,Tongod,predict,-1
S0167,Pitas,predict,-1
S0204,Sandakan,check,-1
S0206,Sandakan,predict,-1
S0228,Kinabatangan,check,-1
S0236,Tenom,check,-1
S0237,Beaufort,check,-1
S0238,Tenom,check,-1
S0264,Pitas,predict,-1
S0268,Pitas,predict,-1
S0270,Tenom,check,-1
S0271,Tenom,predict,-1
S0278,Kudat,check,-1
S0283,Ranau,check,-1
S0286,Ranau,check,-1
S0288,Ranau,check,-1
S0292,Ranau,check,-1
S0299,Tuaran,predict,-1
S0303,Kudat,predict,-1
S0304,Kudat,predict,-1
S0305,Kudat,predict,-1
S0306,Kudat,predict,-1
S0347,Tuaran,check,-1
S0376,KotaMarudu,predict,-1
S0381,KotaMarudu,check,-1
S0382,KotaMarudu,check,-1
S0385,KotaMarudu,predict,-1
S0398,Beluran,check,-1
S0408,Tuaran,predict,-1
S0409,Tuaran,predict,-1
S0415,Keningau,check,-1
S0425,Tuaran,predict,-1
S0426,Tuaran,check,-1
S0427,Sandakan,predict,-1
S0431,Tenom,predict,-1
S0435,Nabawan,predict,-1
S0436,Nabawan,predict,-1
S0437,Nabawan,predict,-1
S0438,Nabawan,predict,-1
S0439,Nabawan,predict,-1
S0440,Tongod,check,-1
S0441,Nabawan,predict,-1
S0442,Nabawan,predict,-1
S0446,Nabawan,predict,-1
S0447,Nabawan,predict,-1
S0448,Nabawan,check,-1
S0451,Nabawan,predict,-1
S0452,Nabawan,predict,-1
S0454,Pitas,check,-1
S0457,Pitas,predict,-1
S0458,Nabawan,predict,-1
S0461,Keningau,predict,-1
S0467,Nabawan,predict,-1
S0468,Ranau,predict,-1
S0469,Keningau,predict,-1
S0473,Nabawan,predict,-1
S0478,Nabawan,predict,-1
S0479,Nabawan,check,-1
S0480,Nabawan,predict,-1
S0481,Nabawan,predict,-1
S0482,Nabawan,predict,-1
S0483,Nabawan,predict,-1
S0484,Nabawan,predict,-1
S0485,Nabawan,predict,-1
S0486,Nabawan,predict,-1
S0489,Nabawan,predict,-1
S0491,Nabawan,predict,-1
S0494,Nabawan,predict,-1
S0498,Keningau,check,-1
S0502,Nabawan,check,-1
S0514,Nabawan,check,-1
S0517,Nabawan,predict,-1
S0518,Nabawan,predict,-1
S0519,Nabawan,check,-1
S0520,Nabawan,check,-1
S0521,Nabawan,predict,-1
S0522,Nabawan,check,-1
S0523,Nabawan,check,-1
S0524,Nabawan,predict,-1
S0525,Nabawan,check,-1
S0526,Nabawan,predict,-1
S0527,Nabawan,predict,-1
S0528,Nabawan,check,-1
S0529,Nabawan,check,-1
S0530,Nabawan,check,-1
S0531,Nabawan,predict,-1
S0532,Nabawan,check,-1
S0534,Nabawan,check,-1
S0535,Nabawan,check,-1
S0536,Nabawan,check,-1
S0537,Nabawan,check,-1
S0538,Nabawan,check,-1
S0541,Nabawan,check,-1
S0542,Nabawan,check,-1
S0543,Nabawan,predict,-1
S0545,Nabawan,check,-1
S0548,Nabawan,check,-1
S0549,Nabawan,check,-1
S0557,Nabawan,predict,-1
S0568,Nabawan,predict,-1
S0570,Nabawan,predict,-1
S0572,Nabawan,predict,-1
S0574,Nabawan,predict,-1
S0575,Nabawan,predict,-1
S0577,Nabawan,predict,-1
S0578,Nabawan,predict,-1
S0579,Nabawan,predict,-1
S0580,Nabawan,predict,-1
S0581,Nabawan,predict,-1
S0582,Nabawan,predict,-1
S0583,Nabawan,predict,-1
S0584,Nabawan,check,-1
S0585,Nabawan,predict,-1
S0586,Nabawan,predict,-1
S0588,Keningau,predict,-1
S0589,Keningau,check,-1
S0591,Keningau,predict,-1
S0593,Keningau,predict,-1
S0594,Keningau,check,-1
S0598,Keningau,predict,-1
S0600,Keningau,predict,-1
S0601,Keningau,predict,-1
S0604,Keningau,predict,-1
S0606,Keningau,check,-1
S0609,Keningau,check,-1
S0613,Tongod,check,-1
S0616,Tongod,check,-1
S0619,Keningau,predict,-1
S0621,Tongod,predict,-1
S0622,Tongod,predict,-1
S0625,Keningau,predict,-1
S0626,Keningau,predict,-1
S0641,Keningau,check,-1
S0642,Keningau,check,-1
S0647,Keningau,predict,-1
S0649,Keningau,check,-1
S0691,Keningau,predict,-1
S0692,Keningau,predict,-1
S0694,Keningau,check,-1
S0695,Keningau,predict,-1
S0698,Keningau,check,-1
S0711,Keningau,predict,-1
S0718,Keningau,check,-1
S0722,Keningau,predict,-1
S0727,Keningau,check,-1
S0728,Keningau,predict,-1
S0729,Keningau,check,-1
S0730,Keningau,predict,-1
S0731,Keningau,predict,-1
S0737,Keningau,predict,-1
S0738,Keningau,predict,-1
S0739,Keningau,predict,-1
S0741,Keningau,check,-1
S0745,Keningau,check,-1
S0749,Keningau,predict,-1
S0782,Tongod,predict,-1
S0783,Tongod,predict,-1
S0784,Tongod,predict,-1
S0785,Tongod,predict,-1
S0786,Tongod,predict,-1
S0787,Tongod,predict,-1
S0788,Tongod,check,-1
S0789,Tongod,check,-1
S0790,Tongod,predict,-1
S0791,Tongod,check,-1
S0793,Tongod,predict,-1
S0794,Keningau,check,-1
S0795,Keningau,check,-1
S0802,Tambunan,predict,-1
S0806,Tambunan,predict,-1
S0807,Tambunan,check,-1
S0810,Tambunan,predict,-1
S0811,Tambunan,predict,-1
S0812,Tambunan,predict,-1
S0821,Tambunan,predict,-1
S0827,Tambunan,predict,-1
S0830,Ranau,predict,-1
S0838,Ranau,predict,-1
S0842,Ranau,predict,-1
S0844,Ranau,check,-1
S0853,Ranau,predict,-1
S0855,Ranau,check,-1
S0859,Ranau,check,-1
S0869,Ranau,predict,-1
S0877,Ranau,check,-1
S0878,Ranau,check,-1
S0880,Ranau,predict,-1
S0884,Ranau,check,-1
S0901,Ranau,predict,-1
S0911,Ranau,predict,-1
S0913,Ranau,predict,-1
S0923,Ranau,check,-1
S0932,Ranau,predict,-1
S0933,Ranau,predict,-1
S0935,Ranau,check,-1
S0937,Ranau,predict,-1
S0947,Ranau,predict,-1
S0948,Ranau,predict,-1
S0999,Ranau,predict,-1
S1001,Ranau,predict,-1
S1009,Ranau,predict,-1
S1012,Ranau,check,-1
S1013,Ranau,predict,-1
S1014,Ranau,check,-1
S1017,Ranau,predict,-1
S1051,Ranau,check,-1
S1056,Nabawan,check,-1
S1057,Nabawan,predict,-1
S1058,Nabawan,predict,-1
S1061,Nabawan,predict,-1
S1062,Nabawan,predict,-1
S1063,Nabawan,predict,-1
S1065,Nabawan,predict,-1
S1075,Keningau,predict,-1
S1077,Keningau,check,-1
S1082,Keningau,check,-1
S1084,Keningau,check,-1
S1085,Pitas,check,-1
S1086,Pitas,predict,-1
S1087,Pitas,check,-1
S1088,Pitas,check,-1
S1089,Pitas,check,-1
S1090,Pitas,predict,-1
S1095,Pitas,check,-1
S1096,Pitas,predict,-1
S1098,Pitas,predict,-1
S1099,Pitas,check,-1
S1100,Kudat,predict,-1
S1101,Pitas,predict,-1
S1104,Pitas,predict,-1
S1105,Pitas,predict,-1
S1107,Pitas,predict,-1
S1108,Pitas,predict,-1
S1109,Pitas,check,-1
S1111,Pitas,predict,-1
S1112,Pitas,check,-1
S1113,Pitas,predict,-1
S1123,Nabawan,predict,-1
S1124,Nabawan,predict,-1
S1125,Nabawan,predict,-1
S1126,Tenom,predict,-1
S1129,Beluran,predict,-1
S1131,Beluran,predict,-1
S1132,Sandakan,predict,-1
S1134,Sandakan,predict,-1
S1196,Sipitang,predict,-1
S1197,Beluran,predict,-1
S1199,Pitas,predict,-1
S1200,Pitas,predict,-1
S1201,Beluran,predict,-1
S1202,Pitas,predict,-1
S1204,Pitas,predict,-1
S1206,Pitas,check,-1
S1218,Pitas,check,-1
S1219,Pitas,check,-1
S1225,Pitas,predict,-1
S1234,Pitas,predict,-1
S1237,Pitas,check,-1
S1239,Pitas,predict,-1
S1246,Pitas,predict,-1
S1258,Tenom,predict,-1
S1260,Tenom,predict,-1
S1261,Tenom,check,-1
S1269,Tenom,check,-1
S1276,Tenom,predict,-1
S1277,Tenom,check,-1
S1280,Tenom,predict,-1
S1281,Tenom,predict,-1
S1284,Tenom,predict,-1
S1285,Tenom,predict,-1
S1298,Tenom,predict,-1
S1301,Tenom,predict,-1
S1303,Nabawan,predict,-1
S1322,LahadDatu,check,-1
S1358,Semporna,predict,-1
S1360,Sandakan,predict,-1
S1362,Sandakan,check,-1
S1363,Sandakan,check,-1
S1368,Sandakan,check,-1
S1369,Ranau,check,-1
S1371,Keningau,predict,-1
S1429,Tongod,check,-1
S1430,Sandakan,predict,-1
S1431,Semporna,predict,-1
S1432,Semporna,predict,-1
S1433,Semporna,predict,-1
S1434,Semporna,predict,-1
S1438,Semporna,predict,-1
S1439,Semporna,predict,-1
S1440,Semporna,predict,-1
S1445,Tawau,check,-1
